m,n,p,lambda,R
4001,16,0.6,0.025152902296234497,0.0010373562901971438
4051,16,0.6,0.025152902296234497,0.0010503200028964333
4101,16,0.6,0.025152902296234497,0.0010632837155957228
4151,16,0.6,0.025152902296234497,0.001076247428295012
4201,16,0.6,0.025152902296234497,0.0010892111409943016
4251,16,0.6,0.025152902296234497,0.0011021748536935911
4301,16,0.6,0.025152902296234497,0.0011151385663928804
4351,16,0.6,0.025152902296234497,0.0011281022790921703
4401,16,0.6,0.025152902296234497,0.0011410659917914596
4451,16,0.6,0.025152902296234497,0.001154029704490749
4501,16,0.6,0.025152902296234497,0.0011669934171900387
4551,16,0.6,0.025152902296234497,0.001179957129889328
4601,16,0.6,0.025152902296234497,0.0011929208425886175
4651,16,0.6,0.025152902296234497,0.001205884555287907
4701,16,0.6,0.025152902296234497,0.0012188482679871965
4751,16,0.6,0.025152902296234497,0.0012318119806864858
4801,16,0.6,0.025152902296234497,0.0012447756933857753
4851,16,0.6,0.025152902296234497,0.0012577394060850648
4901,16,0.6,0.025152902296234497,0.001270703118784354
4951,16,0.6,0.025152902296234497,0.001283666831483644
1,6,0.6,0.02660196759314105,0.0009846882162874652
51,11,0.6,0.02660196759314105,0.0009389576421279671
101,11,0.6,0.02660196759314105,0.0018595043500965623
151,11,0.6,0.02660196759314105,0.0027800510580651572
201,11,0.6,0.02660196759314105,0.0037005977660337533
251,11,0.6,0.02660196759314105,0.0046211444740023476
1851,16,0.6,0.02660196759314105,0.00050756476784014
1901,16,0.6,0.02660196759314105,0.0005212753234273938
1951,16,0.6,0.02660196759314105,0.0005349858790146477
2001,16,0.6,0.02660196759314105,0.0005486964346019017
2051,16,0.6,0.02660196759314105,0.0005624069901891556
2101,16,0.6,0.02660196759314105,0.0005761175457764095
2151,16,0.6,0.02660196759314105,0.0005898281013636635
2201,16,0.6,0.02660196759314105,0.0006035386569509173
2251,16,0.6,0.02660196759314105,0.0006172492125381713
2301,16,0.6,0.02660196759314105,0.0006309597681254252
2351,16,0.6,0.02660196759314105,0.0006446703237126791
2401,16,0.6,0.02660196759314105,0.000658380879299933
2451,16,0.6,0.02660196759314105,0.000672091434887187
2501,16,0.6,0.02660196759314105,0.0006858019904744408
2551,16,0.6,0.02660196759314105,0.0006995125460616947
2601,16,0.6,0.02660196759314105,0.0007132231016489486
2651,16,0.6,0.02660196759314105,0.0007269336572362026
2701,16,0.6,0.02660196759314105,0.0007406442128234565
2751,16,0.6,0.02660196759314105,0.0007543547684107103
2801,16,0.6,0.02660196759314105,0.0007680653239979643
2851,16,0.6,0.02660196759314105,0.0007817758795852182
2901,16,0.6,0.02660196759314105,0.000795486435172472
2951,16,0.6,0.02660196759314105,0.0008091969907597261
3001,16,0.6,0.02660196759314105,0.0008229075463469799
3051,16,0.6,0.02660196759314105,0.0008366181019342338
3101,16,0.6,0.02660196759314105,0.0008503286575214878
3151,16,0.6,0.02660196759314105,0.0008640392131087417
3201,16,0.6,0.02660196759314105,0.0008777497686959957
3251,16,0.6,0.02660196759314105,0.0008914603242832496
3301,16,0.6,0.02660196759314105,0.0009051708798705036
3351,16,0.6,0.02660196759314105,0.0009188814354577574
3401,16,0.6,0.02660196759314105,0.0009325919910450113
3451,16,0.6,0.02660196759314105,0.0009463025466322653
3501,16,0.6,0.02660196759314105,0.0009600131022195191
3551,16,0.6,0.02660196759314105,0.000973723657806773
3601,16,0.6,0.02660196759314105,0.000987434213394027
3651,16,0.6,0.02660196759314105,0.001001144768981281
3701,16,0.6,0.02660196759314105,0.0010148553245685349
3751,16,0.6,0.02660196759314105,0.0010285658801557887
3801,16,0.6,0.02660196759314105,0.0010422764357430425
3851,16,0.6,0.02660196759314105,0.0010559869913302966
3901,16,0.6,0.02660196759314105,0.0010696975469175504
3951,16,0.6,0.02660196759314105,0.0010834081025048042
4001,16,0.6,0.02660196759314105,0.0010971186580920583
4051,16,0.6,0.02660196759314105,0.0011108292136793123
4101,16,0.6,0.02660196759314105,0.0011245397692665662
4151,16,0.6,0.02660196759314105,0.00113825032485382
4201,16,0.6,0.02660196759314105,0.0011519608804410738
4251,16,0.6,0.02660196759314105,0.0011656714360283279
4301,16,0.6,0.02660196759314105,0.0011793819916155817
4351,16,0.6,0.02660196759314105,0.0011930925472028358
4401,16,0.6,0.02660196759314105,0.0012068031027900896
4451,16,0.6,0.02660196759314105,0.0012205136583773436
4501,16,0.6,0.02660196759314105,0.0012342242139645973
4551,16,0.6,0.02660196759314105,0.0012479347695518513
4601,16,0.6,0.02660196759314105,0.0012616453251391054
4651,16,0.6,0.02660196759314105,0.0012753558807263592
4701,16,0.6,0.02660196759314105,0.001289066436313613
4751,16,0.6,0.02660196759314105,0.001302776991900867
4801,16,0.6,0.02660196759314105,0.0013164875474881207
4851,16,0.6,0.02660196759314105,0.0013301981030753747
4901,16,0.6,0.02660196759314105,0.0013439086586626288
4951,16,0.6,0.02660196759314105,0.0013576192142498828
1,6,0.6,0.0281345139217778,0.001041416362633765
51,11,0.6,0.0281345139217778,0.0009930512381054188
101,11,0.6,0.0281345139217778,0.00196663088330681
151,11,0.6,0.0281345139217778,0.0029402105285082007
201,11,0.6,0.0281345139217778,0.003913790173709591
251,11,0.6,0.0281345139217778,0.004887369818910983
1751,16,0.6,0.0281345139217778,0.0005078048586299132
1801,16,0.6,0.0281345139217778,0.0005223052829197452
1851,16,0.6,0.0281345139217778,0.0005368057072095771
1901,16,0.6,0.0281345139217778,0.000551306131499409
1951,16,0.6,0.0281345139217778,0.0005658065557892409
2001,16,0.6,0.0281345139217778,0.0005803069800790727
2051,16,0.6,0.0281345139217778,0.0005948074043689046
2101,16,0.6,0.0281345139217778,0.0006093078286587367
2151,16,0.6,0.0281345139217778,0.0006238082529485685
2201,16,0.6,0.0281345139217778,0.0006383086772384004
2251,16,0.6,0.0281345139217778,0.0006528091015282322
2301,16,0.6,0.0281345139217778,0.0006673095258180643
2351,16,0.6,0.0281345139217778,0.0006818099501078961
2401,16,0.6,0.0281345139217778,0.000696310374397728
2451,16,0.6,0.0281345139217778,0.00071081079868756
2501,16,0.6,0.0281345139217778,0.0007253112229773919
2551,16,0.6,0.0281345139217778,0.0007398116472672237
2601,16,0.6,0.0281345139217778,0.0007543120715570557
2651,16,0.6,0.0281345139217778,0.0007688124958468875
2701,16,0.6,0.0281345139217778,0.0007833129201367195
2751,16,0.6,0.0281345139217778,0.0007978133444265514
2801,16,0.6,0.0281345139217778,0.0008123137687163832
2851,16,0.6,0.0281345139217778,0.0008268141930062152
2901,16,0.6,0.0281345139217778,0.0008413146172960471
2951,16,0.6,0.0281345139217778,0.000855815041585879
3001,16,0.6,0.0281345139217778,0.0008703154658757109
3051,16,0.6,0.0281345139217778,0.0008848158901655428
3101,16,0.6,0.0281345139217778,0.0008993163144553748
3151,16,0.6,0.0281345139217778,0.0009138167387452065
3201,16,0.6,0.0281345139217778,0.0009283171630350385
3251,16,0.6,0.0281345139217778,0.0009428175873248705
3301,16,0.6,0.0281345139217778,0.0009573180116147023
3351,16,0.6,0.0281345139217778,0.0009718184359045342
3401,16,0.6,0.0281345139217778,0.0009863188601943662
3451,16,0.6,0.0281345139217778,0.001000819284484198
3501,16,0.6,0.0281345139217778,0.00101531970877403
3551,16,0.6,0.0281345139217778,0.0010298201330638619
3601,16,0.6,0.0281345139217778,0.0010443205573536939
3651,16,0.6,0.0281345139217778,0.0010588209816435256
3701,16,0.6,0.0281345139217778,0.0010733214059333578
3751,16,0.6,0.0281345139217778,0.0010878218302231896
3801,16,0.6,0.0281345139217778,0.0011023222545130213
3851,16,0.6,0.0281345139217778,0.0011168226788028535
3901,16,0.6,0.0281345139217778,0.0011313231030926853
3951,16,0.6,0.0281345139217778,0.001145823527382517
4001,16,0.6,0.0281345139217778,0.0011603239516723488
4051,16,0.6,0.0281345139217778,0.001174824375962181
4101,16,0.6,0.0281345139217778,0.001189324800252013
4151,16,0.6,0.0281345139217778,0.0012038252245418447
4201,16,0.6,0.0281345139217778,0.0012183256488316767
4251,16,0.6,0.0281345139217778,0.0012328260731215086
4301,16,0.6,0.0281345139217778,0.0012473264974113404
4351,16,0.6,0.0281345139217778,0.0012618269217011724
4401,16,0.6,0.0281345139217778,0.0012763273459910041
4451,16,0.6,0.0281345139217778,0.0012908277702808361
4501,16,0.6,0.0281345139217778,0.0013053281945706683
4551,16,0.6,0.0281345139217778,0.0013198286188605
4601,16,0.6,0.0281345139217778,0.0013343290431503318
4651,16,0.6,0.0281345139217778,0.0013488294674401638
4701,16,0.6,0.0281345139217778,0.0013633298917299958
4751,16,0.6,0.0281345139217778,0.0013778303160198275
4801,16,0.6,0.0281345139217778,0.0013923307403096593
4851,16,0.6,0.0281345139217778,0.0014068311645994917
4901,16,0.6,0.0281345139217778,0.0014213315888893234
4951,16,0.6,0.0281345139217778,0.0014358320131791552
1,6,0.6,0.029755350646273236,0.0011014126323663895
51,11,0.6,0.029755350646273236,0.0010502611803316117
101,11,0.6,0.029755350646273236,0.0020799290041861327
151,11,0.6,0.029755350646273236,0.003109596828040654
201,11,0.6,0.029755350646273236,0.004139264651895175
1651,16,0.6,0.029755350646273236,0.0005063880346217351
1701,16,0.6,0.029755350646273236,0.0005217238321572208
1751,16,0.6,0.029755350646273236,0.0005370596296927065
1801,16,0.6,0.029755350646273236,0.0005523954272281921
1851,16,0.6,0.029755350646273236,0.0005677312247636778
1901,16,0.6,0.029755350646273236,0.0005830670222991633
1951,16,0.6,0.029755350646273236,0.000598402819834649
2001,16,0.6,0.029755350646273236,0.0006137386173701346
2051,16,0.6,0.029755350646273236,0.0006290744149056201
2101,16,0.6,0.029755350646273236,0.0006444102124411058
2151,16,0.6,0.029755350646273236,0.0006597460099765914
2201,16,0.6,0.029755350646273236,0.0006750818075120771
2251,16,0.6,0.029755350646273236,0.0006904176050475626
2301,16,0.6,0.029755350646273236,0.0007057534025830483
2351,16,0.6,0.029755350646273236,0.0007210892001185339
2401,16,0.6,0.029755350646273236,0.0007364249976540195
2451,16,0.6,0.029755350646273236,0.0007517607951895053
2501,16,0.6,0.029755350646273236,0.0007670965927249908
2551,16,0.6,0.029755350646273236,0.0007824323902604765
2601,16,0.6,0.029755350646273236,0.0007977681877959621
2651,16,0.6,0.029755350646273236,0.0008131039853314478
2701,16,0.6,0.029755350646273236,0.0008284397828669333
2751,16,0.6,0.029755350646273236,0.000843775580402419
2801,16,0.6,0.029755350646273236,0.0008591113779379046
2851,16,0.6,0.029755350646273236,0.0008744471754733901
2901,16,0.6,0.029755350646273236,0.0008897829730088758
2951,16,0.6,0.029755350646273236,0.0009051187705443614
3001,16,0.6,0.029755350646273236,0.0009204545680798471
3051,16,0.6,0.029755350646273236,0.0009357903656153326
3101,16,0.6,0.029755350646273236,0.0009511261631508184
3151,16,0.6,0.029755350646273236,0.0009664619606863039
3201,16,0.6,0.029755350646273236,0.0009817977582217896
3251,16,0.6,0.029755350646273236,0.0009971335557572751
3301,16,0.6,0.029755350646273236,0.0010124693532927607
3351,16,0.6,0.029755350646273236,0.0010278051508282463
3401,16,0.6,0.029755350646273236,0.001043140948363732
3451,16,0.6,0.029755350646273236,0.0010584767458992176
3501,16,0.6,0.029755350646273236,0.0010738125434347034
3551,16,0.6,0.029755350646273236,0.0010891483409701888
3601,16,0.6,0.029755350646273236,0.0011044841385056746
3651,16,0.6,0.029755350646273236,0.0011198199360411601
3701,16,0.6,0.029755350646273236,0.0011351557335766457
3751,16,0.6,0.029755350646273236,0.0011504915311121313
3801,16,0.6,0.029755350646273236,0.001165827328647617
3851,16,0.6,0.029755350646273236,0.0011811631261831026
3901,16,0.6,0.029755350646273236,0.0011964989237185882
3951,16,0.6,0.029755350646273236,0.0012118347212540738
4001,16,0.6,0.029755350646273236,0.0012271705187895596
4051,16,0.6,0.029755350646273236,0.001242506316325045
4101,16,0.6,0.029755350646273236,0.0012578421138605307
4151,16,0.6,0.029755350646273236,0.0012731779113960165
4201,16,0.6,0.029755350646273236,0.001288513708931502
4251,16,0.6,0.029755350646273236,0.0013038495064669876
4301,16,0.6,0.029755350646273236,0.0013191853040024732
4351,16,0.6,0.029755350646273236,0.001334521101537959
4401,16,0.6,0.029755350646273236,0.0013498568990734444
4451,16,0.6,0.029755350646273236,0.0013651926966089301
4501,16,0.6,0.029755350646273236,0.0013805284941444157
4551,16,0.6,0.029755350646273236,0.0013958642916799015
4601,16,0.6,0.029755350646273236,0.0014112000892153869
4651,16,0.6,0.029755350646273236,0.0014265358867508726
4701,16,0.6,0.029755350646273236,0.0014418716842863582
4751,16,0.6,0.029755350646273236,0.0014572074818218438
4801,16,0.6,0.029755350646273236,0.0014725432793573294
4851,16,0.6,0.029755350646273236,0.0014878790768928151
4901,16,0.6,0.029755350646273236,0.0015032148744283007
4951,16,0.6,0.029755350646273236,0.0015185506719637863
1,6,0.6,0.03146956419948435,0.001164865302930595
51,11,0.6,0.03146956419948435,0.001110767002331106
101,11,0.6,0.03146956419948435,0.002199754259518465
151,11,0.6,0.03146956419948435,0.0032887415167058235
201,11,0.6,0.03146956419948435,0.004377728773893182
1551,16,0.6,0.03146956419948435,0.0005031225883761482
1601,16,0.6,0.03146956419948435,0.000519341885229022
1651,16,0.6,0.03146956419948435,0.0005355611820818959
1701,16,0.6,0.03146956419948435,0.0005517804789347699
1751,16,0.6,0.03146956419948435,0.0005679997757876437
1801,16,0.6,0.03146956419948435,0.0005842190726405177
1851,16,0.6,0.03146956419948435,0.0006004383694933915
1901,16,0.6,0.03146956419948435,0.0006166576663462653
1951,16,0.6,0.03146956419948435,0.0006328769631991394
2001,16,0.6,0.03146956419948435,0.0006490962600520132
2051,16,0.6,0.03146956419948435,0.000665315556904887
2101,16,0.6,0.03146956419948435,0.0006815348537577609
2151,16,0.6,0.03146956419948435,0.0006977541506106349
2201,16,0.6,0.03146956419948435,0.0007139734474635088
2251,16,0.6,0.03146956419948435,0.0007301927443163827
2301,16,0.6,0.03146956419948435,0.0007464120411692565
2351,16,0.6,0.03146956419948435,0.0007626313380221305
2401,16,0.6,0.03146956419948435,0.0007788506348750043
2451,16,0.6,0.03146956419948435,0.0007950699317278781
2501,16,0.6,0.03146956419948435,0.0008112892285807523
2551,16,0.6,0.03146956419948435,0.0008275085254336261
2601,16,0.6,0.03146956419948435,0.0008437278222864999
2651,16,0.6,0.03146956419948435,0.0008599471191393738
2701,16,0.6,0.03146956419948435,0.0008761664159922478
2751,16,0.6,0.03146956419948435,0.0008923857128451216
2801,16,0.6,0.03146956419948435,0.0009086050096979955
2851,16,0.6,0.03146956419948435,0.0009248243065508693
2901,16,0.6,0.03146956419948435,0.0009410436034037432
2951,16,0.6,0.03146956419948435,0.0009572629002566173
3001,16,0.6,0.03146956419948435,0.0009734821971094911
3051,16,0.6,0.03146956419948435,0.0009897014939623649
3101,16,0.6,0.03146956419948435,0.0010059207908152388
3151,16,0.6,0.03146956419948435,0.001022140087668113
3201,16,0.6,0.03146956419948435,0.0010383593845209866
3251,16,0.6,0.03146956419948435,0.0010545786813738606
3301,16,0.6,0.03146956419948435,0.0010707979782267345
3351,16,0.6,0.03146956419948435,0.0010870172750796082
3401,16,0.6,0.03146956419948435,0.0011032365719324821
3451,16,0.6,0.03146956419948435,0.001119455868785356
3501,16,0.6,0.03146956419948435,0.00113567516563823
3551,16,0.6,0.03146956419948435,0.001151894462491104
3601,16,0.6,0.03146956419948435,0.0011681137593439778
3651,16,0.6,0.03146956419948435,0.0011843330561968517
3701,16,0.6,0.03146956419948435,0.0012005523530497259
3751,16,0.6,0.03146956419948435,0.0012167716499025996
3801,16,0.6,0.03146956419948435,0.0012329909467554735
3851,16,0.6,0.03146956419948435,0.0012492102436083472
3901,16,0.6,0.03146956419948435,0.0012654295404612211
3951,16,0.6,0.03146956419948435,0.001281648837314095
4001,16,0.6,0.03146956419948435,0.001297868134166969
4051,16,0.6,0.03146956419948435,0.0013140874310198429
4101,16,0.6,0.03146956419948435,0.0013303067278727168
4151,16,0.6,0.03146956419948435,0.0013465260247255905
4201,16,0.6,0.03146956419948435,0.0013627453215784644
4251,16,0.6,0.03146956419948435,0.0013789646184313384
4301,16,0.6,0.03146956419948435,0.0013951839152842123
4351,16,0.6,0.03146956419948435,0.0014114032121370862
4401,16,0.6,0.03146956419948435,0.00142762250898996
4451,16,0.6,0.03146956419948435,0.001443841805842834
4501,16,0.6,0.03146956419948435,0.001460061102695708
4551,16,0.6,0.03146956419948435,0.0014762803995485817
4601,16,0.6,0.03146956419948435,0.0014924996964014558
4651,16,0.6,0.03146956419948435,0.0015087189932543297
4701,16,0.6,0.03146956419948435,0.0015249382901072034
4751,16,0.6,0.03146956419948435,0.0015411575869600774
4801,16,0.6,0.03146956419948435,0.0015573768838129513
4851,16,0.6,0.03146956419948435,0.0015735961806658252
4901,16,0.6,0.03146956419948435,0.0015898154775186991
4951,16,0.6,0.03146956419948435,0.0016060347743715728
1,6,0.6,0.033282534044998854,0.001231973498484631
51,11,0.6,0.033282534044998854,0.0011747585806018922
101,11,0.6,0.033282534044998854,0.0023264826792311986
151,11,0.6,0.033282534044998854,0.003478206777860505
201,11,0.6,0.033282534044998854,0.00462993087648981
1501,16,0.6,0.033282534044998854,0.0005149539178242232
1551,16,0.6,0.033282534044998854,0.0005321076126218321
1601,16,0.6,0.033282534044998854,0.0005492613074194411
1651,16,0.6,0.033282534044998854,0.0005664150022170502
1701,16,0.6,0.033282534044998854,0.0005835686970146592
1751,16,0.6,0.033282534044998854,0.0006007223918122682
1801,16,0.6,0.033282534044998854,0.0006178760866098773
1851,16,0.6,0.033282534044998854,0.0006350297814074863
1901,16,0.6,0.033282534044998854,0.0006521834762050954
1951,16,0.6,0.033282534044998854,0.0006693371710027044
2001,16,0.6,0.033282534044998854,0.0006864908658003134
2051,16,0.6,0.033282534044998854,0.0007036445605979225
2101,16,0.6,0.033282534044998854,0.0007207982553955315
2151,16,0.6,0.033282534044998854,0.0007379519501931406
2201,16,0.6,0.033282534044998854,0.0007551056449907496
2251,16,0.6,0.033282534044998854,0.0007722593397883587
2301,16,0.6,0.033282534044998854,0.0007894130345859676
2351,16,0.6,0.033282534044998854,0.0008065667293835766
2401,16,0.6,0.033282534044998854,0.0008237204241811857
2451,16,0.6,0.033282534044998854,0.0008408741189787947
2501,16,0.6,0.033282534044998854,0.0008580278137764038
2551,16,0.6,0.033282534044998854,0.0008751815085740128
2601,16,0.6,0.033282534044998854,0.0008923352033716218
2651,16,0.6,0.033282534044998854,0.0009094888981692309
2701,16,0.6,0.033282534044998854,0.0009266425929668399
2751,16,0.6,0.033282534044998854,0.000943796287764449
2801,16,0.6,0.033282534044998854,0.000960949982562058
2851,16,0.6,0.033282534044998854,0.000978103677359667
2901,16,0.6,0.033282534044998854,0.000995257372157276
2951,16,0.6,0.033282534044998854,0.0010124110669548852
3001,16,0.6,0.033282534044998854,0.0010295647617524942
3051,16,0.6,0.033282534044998854,0.0010467184565501031
3101,16,0.6,0.033282534044998854,0.0010638721513477121
3151,16,0.6,0.033282534044998854,0.0010810258461453211
3201,16,0.6,0.033282534044998854,0.0010981795409429303
3251,16,0.6,0.033282534044998854,0.0011153332357405393
3301,16,0.6,0.033282534044998854,0.0011324869305381485
3351,16,0.6,0.033282534044998854,0.0011496406253357573
3401,16,0.6,0.033282534044998854,0.0011667943201333665
3451,16,0.6,0.033282534044998854,0.0011839480149309755
3501,16,0.6,0.033282534044998854,0.0012011017097285845
3551,16,0.6,0.033282534044998854,0.0012182554045261933
3601,16,0.6,0.033282534044998854,0.0012354090993238025
3651,16,0.6,0.033282534044998854,0.0012525627941214112
3701,16,0.6,0.033282534044998854,0.0012697164889190204
3751,16,0.6,0.033282534044998854,0.0012868701837166294
3801,16,0.6,0.033282534044998854,0.0013040238785142386
3851,16,0.6,0.033282534044998854,0.0013211775733118474
3901,16,0.6,0.033282534044998854,0.0013383312681094566
3951,16,0.6,0.033282534044998854,0.0013554849629070656
4001,16,0.6,0.033282534044998854,0.0013726386577046746
4051,16,0.6,0.033282534044998854,0.0013897923525022836
4101,16,0.6,0.033282534044998854,0.0014069460472998928
4151,16,0.6,0.033282534044998854,0.0014240997420975016
4201,16,0.6,0.033282534044998854,0.0014412534368951108
4251,16,0.6,0.033282534044998854,0.0014584071316927198
4301,16,0.6,0.033282534044998854,0.001475560826490329
4351,16,0.6,0.033282534044998854,0.0014927145212879377
4401,16,0.6,0.033282534044998854,0.001509868216085547
4451,16,0.6,0.033282534044998854,0.001527021910883156
4501,16,0.6,0.033282534044998854,0.001544175605680765
4551,16,0.6,0.033282534044998854,0.001561329300478374
4601,16,0.6,0.033282534044998854,0.0015784829952759831
4651,16,0.6,0.033282534044998854,0.001595636690073592
4701,16,0.6,0.033282534044998854,0.0016127903848712011
4751,16,0.6,0.033282534044998854,0.00162994407966881
4801,16,0.6,0.033282534044998854,0.0016470977744664193
4851,16,0.6,0.033282534044998854,0.001664251469264028
4901,16,0.6,0.033282534044998854,0.0016814051640616373
4951,16,0.6,0.033282534044998854,0.0016985588588592463
1,6,0.6,0.035199949558712286,0.0013029478147817157
51,11,0.6,0.035199949558712286,0.0012424367304767964
101,11,0.6,0.035199949558712286,0.0024605119564344406
151,11,0.6,0.035199949558712286,0.003678587182392084
201,11,0.6,0.035199949558712286,0.004896662408349728
1401,16,0.6,0.035199949558712286,0.0005083367007559157
1451,16,0.6,0.035199949558712286,0.0005264786244088749
1501,16,0.6,0.035199949558712286,0.0005446205480618341
1551,16,0.6,0.035199949558712286,0.0005627624717147931
1601,16,0.6,0.035199949558712286,0.0005809043953677522
1651,16,0.6,0.035199949558712286,0.0005990463190207114
1701,16,0.6,0.035199949558712286,0.0006171882426736706
1751,16,0.6,0.035199949558712286,0.0006353301663266298
1801,16,0.6,0.035199949558712286,0.000653472089979589
1851,16,0.6,0.035199949558712286,0.0006716140136325482
1901,16,0.6,0.035199949558712286,0.0006897559372855074
1951,16,0.6,0.035199949558712286,0.0007078978609384665
2001,16,0.6,0.035199949558712286,0.0007260397845914255
2051,16,0.6,0.035199949558712286,0.0007441817082443847
2101,16,0.6,0.035199949558712286,0.0007623236318973439
2151,16,0.6,0.035199949558712286,0.0007804655555503031
2201,16,0.6,0.035199949558712286,0.0007986074792032623
2251,16,0.6,0.035199949558712286,0.0008167494028562213
2301,16,0.6,0.035199949558712286,0.0008348913265091806
2351,16,0.6,0.035199949558712286,0.0008530332501621398
2401,16,0.6,0.035199949558712286,0.000871175173815099
2451,16,0.6,0.035199949558712286,0.0008893170974680581
2501,16,0.6,0.035199949558712286,0.0009074590211210172
2551,16,0.6,0.035199949558712286,0.0009256009447739763
2601,16,0.6,0.035199949558712286,0.0009437428684269355
2651,16,0.6,0.035199949558712286,0.0009618847920798947
2701,16,0.6,0.035199949558712286,0.0009800267157328538
2751,16,0.6,0.035199949558712286,0.000998168639385813
2801,16,0.6,0.035199949558712286,0.0010163105630387722
2851,16,0.6,0.035199949558712286,0.0010344524866917313
2901,16,0.6,0.035199949558712286,0.0010525944103446905
2951,16,0.6,0.035199949558712286,0.0010707363339976497
3001,16,0.6,0.035199949558712286,0.001088878257650609
3051,16,0.6,0.035199949558712286,0.001107020181303568
3101,16,0.6,0.035199949558712286,0.0011251621049565273
3151,16,0.6,0.035199949558712286,0.0011433040286094865
3201,16,0.6,0.035199949558712286,0.0011614459522624454
3251,16,0.6,0.035199949558712286,0.0011795878759154044
3301,16,0.6,0.035199949558712286,0.0011977297995683636
3351,16,0.6,0.035199949558712286,0.0012158717232213228
3401,16,0.6,0.035199949558712286,0.001234013646874282
3451,16,0.6,0.035199949558712286,0.0012521555705272411
3501,16,0.6,0.035199949558712286,0.0012702974941802003
3551,16,0.6,0.035199949558712286,0.0012884394178331597
3601,16,0.6,0.035199949558712286,0.001306581341486119
3651,16,0.6,0.035199949558712286,0.001324723265139078
3701,16,0.6,0.035199949558712286,0.001342865188792037
3751,16,0.6,0.035199949558712286,0.0013610071124449963
3801,16,0.6,0.035199949558712286,0.0013791490360979554
3851,16,0.6,0.035199949558712286,0.0013972909597509146
3901,16,0.6,0.035199949558712286,0.0014154328834038738
3951,16,0.6,0.035199949558712286,0.001433574807056833
4001,16,0.6,0.035199949558712286,0.0014517167307097922
4051,16,0.6,0.035199949558712286,0.0014698586543627514
4101,16,0.6,0.035199949558712286,0.0014880005780157106
4151,16,0.6,0.035199949558712286,0.0015061425016686695
4201,16,0.6,0.035199949558712286,0.0015242844253216285
4251,16,0.6,0.035199949558712286,0.0015424263489745877
4301,16,0.6,0.035199949558712286,0.0015605682726275469
4351,16,0.6,0.035199949558712286,0.001578710196280506
4401,16,0.6,0.035199949558712286,0.0015968521199334652
4451,16,0.6,0.035199949558712286,0.0016149940435864244
4501,16,0.6,0.035199949558712286,0.0016331359672393836
4551,16,0.6,0.035199949558712286,0.001651277890892343
4601,16,0.6,0.035199949558712286,0.001669419814545302
4651,16,0.6,0.035199949558712286,0.0016875617381982612
4701,16,0.6,0.035199949558712286,0.0017057036618512204
4751,16,0.6,0.035199949558712286,0.0017238455855041795
4801,16,0.6,0.035199949558712286,0.0017419875091571387
4851,16,0.6,0.035199949558712286,0.001760129432810098
4901,16,0.6,0.035199949558712286,0.001778271356463057
4951,16,0.6,0.035199949558712286,0.0017964132801160163
1,6,0.6,0.037227827882957455,0.0013780109800516354
51,11,0.6,0.037227827882957455,0.0013140138363126296
101,11,0.6,0.037227827882957455,0.002602262695442659
151,11,0.6,0.037227827882957455,0.0038905115545726874
1351,16,0.6,0.037227827882957455,0.0005184350267512474
1401,16,0.6,0.037227827882957455,0.0005376221113830478
1451,16,0.6,0.037227827882957455,0.0005568091960148482
1501,16,0.6,0.037227827882957455,0.0005759962806466487
1551,16,0.6,0.037227827882957455,0.000595183365278449
1601,16,0.6,0.037227827882957455,0.0006143704499102494
1651,16,0.6,0.037227827882957455,0.0006335575345420498
1701,16,0.6,0.037227827882957455,0.0006527446191738502
1751,16,0.6,0.037227827882957455,0.0006719317038056508
1801,16,0.6,0.037227827882957455,0.0006911187884374511
1851,16,0.6,0.037227827882957455,0.0007103058730692514
1901,16,0.6,0.037227827882957455,0.0007294929577010519
1951,16,0.6,0.037227827882957455,0.0007486800423328522
2001,16,0.6,0.037227827882957455,0.0007678671269646528
2051,16,0.6,0.037227827882957455,0.0007870542115964531
2101,16,0.6,0.037227827882957455,0.0008062412962282535
2151,16,0.6,0.037227827882957455,0.000825428380860054
2201,16,0.6,0.037227827882957455,0.0008446154654918543
2251,16,0.6,0.037227827882957455,0.0008638025501236547
2301,16,0.6,0.037227827882957455,0.0008829896347554553
2351,16,0.6,0.037227827882957455,0.0009021767193872556
2401,16,0.6,0.037227827882957455,0.0009213638040190561
2451,16,0.6,0.037227827882957455,0.0009405508886508564
2501,16,0.6,0.037227827882957455,0.0009597379732826568
2551,16,0.6,0.037227827882957455,0.0009789250579144574
2601,16,0.6,0.037227827882957455,0.0009981121425462578
2651,16,0.6,0.037227827882957455,0.0010172992271780584
2701,16,0.6,0.037227827882957455,0.0010364863118098586
2751,16,0.6,0.037227827882957455,0.001055673396441659
2801,16,0.6,0.037227827882957455,0.0010748604810734595
2851,16,0.6,0.037227827882957455,0.0010940475657052597
2901,16,0.6,0.037227827882957455,0.0011132346503370603
2951,16,0.6,0.037227827882957455,0.0011324217349688605
3001,16,0.6,0.037227827882957455,0.0011516088196006611
3051,16,0.6,0.037227827882957455,0.0011707959042324613
3101,16,0.6,0.037227827882957455,0.001189982988864262
3151,16,0.6,0.037227827882957455,0.0012091700734960624
3201,16,0.6,0.037227827882957455,0.0012283571581278628
3251,16,0.6,0.037227827882957455,0.001247544242759663
3301,16,0.6,0.037227827882957455,0.0012667313273914637
3351,16,0.6,0.037227827882957455,0.001285918412023264
3401,16,0.6,0.037227827882957455,0.0013051054966550645
