m,n,p,lambda,R
1901,11,0.6,0.0010328225217002454,0.00135884487668164
1951,11,0.6,0.0010328225217002454,0.0013945851417179796
2001,11,0.6,0.0010328225217002454,0.0014303254067543193
2051,11,0.6,0.0010328225217002454,0.0014660656717906595
2101,11,0.6,0.0010328225217002454,0.001501805936826999
2151,11,0.6,0.0010328225217002454,0.001537546201863339
2201,11,0.6,0.0010328225217002454,0.0015732864668996786
2251,11,0.6,0.0010328225217002454,0.0016090267319360183
2301,11,0.6,0.0010328225217002454,0.0016447669969723582
2351,11,0.6,0.0010328225217002454,0.0016805072620086979
2401,11,0.6,0.0010328225217002454,0.0017162475270450378
2451,11,0.6,0.0010328225217002454,0.0017519877920813777
2501,11,0.6,0.0010328225217002454,0.0017877280571177172
2551,11,0.6,0.0010328225217002454,0.0018234683221540573
2601,11,0.6,0.0010328225217002454,0.001859208587190397
2651,11,0.6,0.0010328225217002454,0.001894948852226737
2701,11,0.6,0.0010328225217002454,0.0019306891172630768
2751,11,0.6,0.0010328225217002454,0.0019664293822994165
2801,11,0.6,0.0010328225217002454,0.002002169647335756
2851,11,0.6,0.0010328225217002454,0.002037909912372096
2901,11,0.6,0.0010328225217002454,0.0020736501774084363
2951,11,0.6,0.0010328225217002454,0.002109390442444776
3001,11,0.6,0.0010328225217002454,0.0021451307074811152
3051,11,0.6,0.0010328225217002454,0.002180870972517455
3101,11,0.6,0.0010328225217002454,0.002216611237553795
3151,11,0.6,0.0010328225217002454,0.0022523515025901354
3201,11,0.6,0.0010328225217002454,0.002288091767626475
3251,11,0.6,0.0010328225217002454,0.0023238320326628144
3301,11,0.6,0.0010328225217002454,0.0023595722976991543
3351,11,0.6,0.0010328225217002454,0.002395312562735494
3401,11,0.6,0.0010328225217002454,0.0024310528277718345
3451,11,0.6,0.0010328225217002454,0.002466793092808174
3501,11,0.6,0.0010328225217002454,0.0025025333578445135
3551,11,0.6,0.0010328225217002454,0.0025382736228808534
3601,11,0.6,0.0010328225217002454,0.0025740138879171933
3651,11,0.6,0.0010328225217002454,0.0026097541529535332
3701,11,0.6,0.0010328225217002454,0.002645494417989873
3751,11,0.6,0.0010328225217002454,0.0026812346830262126
3801,11,0.6,0.0010328225217002454,0.0027169749480625525
3851,11,0.6,0.0010328225217002454,0.0027527152130988925
3901,11,0.6,0.0010328225217002454,0.0027884554781352324
3951,11,0.6,0.0010328225217002454,0.0028241957431715723
4001,11,0.6,0.0010328225217002454,0.0028599360082079118
4051,11,0.6,0.0010328225217002454,0.0028956762732442517
4101,11,0.6,0.0010328225217002454,0.0029314165382805916
4151,11,0.6,0.0010328225217002454,0.002967156803316931
4201,11,0.6,0.0010328225217002454,0.0030028970683532714
4251,11,0.6,0.0010328225217002454,0.003038637333389611
4301,11,0.6,0.0010328225217002454,0.003074377598425951
4351,11,0.6,0.0010328225217002454,0.0031101178634622907
4401,11,0.6,0.0010328225217002454,0.00314585812849863
4451,11,0.6,0.0010328225217002454,0.0031815983935349697
4501,11,0.6,0.0010328225217002454,0.00321733865857131
4551,11,0.6,0.0010328225217002454,0.00325307892360765
4601,11,0.6,0.0010328225217002454,0.00328881918864399
4651,11,0.6,0.0010328225217002454,0.0033245594536803293
4701,11,0.6,0.0010328225217002454,0.003360299718716669
4751,11,0.6,0.0010328225217002454,0.003396039983753009
4801,11,0.6,0.0010328225217002454,0.003431780248789349
4851,11,0.6,0.0010328225217002454,0.003467520513825689
4901,11,0.6,0.0010328225217002454,0.0035032607788620285
4951,11,0.6,0.0010328225217002454,0.0035390010438983684
1,1,0.6,0.0010923236980032028,0.0010923236980032028
51,6,0.6,0.0010923236980032028,0.0020620847601402286
101,6,0.6,0.0010923236980032028,0.004083736485767903
701,11,0.6,0.0010923236980032028,0.0005299457804986032
751,11,0.6,0.0010923236980032028,0.0005677450515755364
801,11,0.6,0.0010923236980032028,0.0006055443226524696
851,11,0.6,0.0010923236980032028,0.0006433435937294027
901,11,0.6,0.0010923236980032028,0.000681142864806336
951,11,0.6,0.0010923236980032028,0.000718942135883269
1001,11,0.6,0.0010923236980032028,0.0007567414069602023
1051,11,0.6,0.0010923236980032028,0.0007945406780371355
1101,11,0.6,0.0010923236980032028,0.0008323399491140687
1151,11,0.6,0.0010923236980032028,0.0008701392201910019
1201,11,0.6,0.0010923236980032028,0.000907938491267935
1251,11,0.6,0.0010923236980032028,0.0009457377623448683
1301,11,0.6,0.0010923236980032028,0.0009835370334218014
1351,11,0.6,0.0010923236980032028,0.0010213363044987347
1401,11,0.6,0.0010923236980032028,0.001059135575575668
1451,11,0.6,0.0010923236980032028,0.0010969348466526013
1501,11,0.6,0.0010923236980032028,0.0011347341177295343
1551,11,0.6,0.0010923236980032028,0.0011725333888064674
1601,11,0.6,0.0010923236980032028,0.0012103326598834007
1651,11,0.6,0.0010923236980032028,0.0012481319309603338
1701,11,0.6,0.0010923236980032028,0.001285931202037267
1751,11,0.6,0.0010923236980032028,0.0013237304731142001
1801,11,0.6,0.0010923236980032028,0.0013615297441911334
1851,11,0.6,0.0010923236980032028,0.0013993290152680665
1901,11,0.6,0.0010923236980032028,0.0014371282863449998
1951,11,0.6,0.0010923236980032028,0.0014749275574219328
2001,11,0.6,0.0010923236980032028,0.0015127268284988663
2051,11,0.6,0.0010923236980032028,0.0015505260995757994
2101,11,0.6,0.0010923236980032028,0.0015883253706527323
2151,11,0.6,0.0010923236980032028,0.0016261246417296658
2201,11,0.6,0.0010923236980032028,0.0016639239128065988
2251,11,0.6,0.0010923236980032028,0.001701723183883532
2301,11,0.6,0.0010923236980032028,0.0017395224549604652
2351,11,0.6,0.0010923236980032028,0.001777321726037398
2401,11,0.6,0.0010923236980032028,0.0018151209971143311
2451,11,0.6,0.0010923236980032028,0.0018529202681912646
2501,11,0.6,0.0010923236980032028,0.001890719539268198
2551,11,0.6,0.0010923236980032028,0.001928518810345131
2601,11,0.6,0.0010923236980032028,0.0019663180814220643
2651,11,0.6,0.0010923236980032028,0.0020041173524989976
2701,11,0.6,0.0010923236980032028,0.002041916623575931
2751,11,0.6,0.0010923236980032028,0.0020797158946528637
2801,11,0.6,0.0010923236980032028,0.0021175151657297966
2851,11,0.6,0.0010923236980032028,0.00215531443680673
2901,11,0.6,0.0010923236980032028,0.002193113707883663
2951,11,0.6,0.0010923236980032028,0.0022309129789605964
3001,11,0.6,0.0010923236980032028,0.0022687122500375297
3051,11,0.6,0.0010923236980032028,0.0023065115211144626
3101,11,0.6,0.0010923236980032028,0.0023443107921913963
3151,11,0.6,0.0010923236980032028,0.002382110063268329
3201,11,0.6,0.0010923236980032028,0.0024199093343452624
3251,11,0.6,0.0010923236980032028,0.0024577086054221953
3301,11,0.6,0.0010923236980032028,0.0024955078764991286
3351,11,0.6,0.0010923236980032028,0.0025333071475760623
3401,11,0.6,0.0010923236980032028,0.002571106418652995
3451,11,0.6,0.0010923236980032028,0.0026089056897299285
3501,11,0.6,0.0010923236980032028,0.0026467049608068613
3551,11,0.6,0.0010923236980032028,0.0026845042318837946
3601,11,0.6,0.0010923236980032028,0.002722303502960728
3651,11,0.6,0.0010923236980032028,0.0027601027740376607
3701,11,0.6,0.0010923236980032028,0.0027979020451145945
3751,11,0.6,0.0010923236980032028,0.0028357013161915273
3801,11,0.6,0.0010923236980032028,0.0028735005872684606
3851,11,0.6,0.0010923236980032028,0.002911299858345394
3901,11,0.6,0.0010923236980032028,0.0029490991294223268
3951,11,0.6,0.0010923236980032028,0.00298689840049926
4001,11,0.6,0.0010923236980032028,0.0030246976715761933
4051,11,0.6,0.0010923236980032028,0.003062496942653126
4101,11,0.6,0.0010923236980032028,0.00310029621373006
4151,11,0.6,0.0010923236980032028,0.0031380954848069928
4201,11,0.6,0.0010923236980032028,0.003175894755883926
4251,11,0.6,0.0010923236980032028,0.0032136940269608593
4301,11,0.6,0.0010923236980032028,0.0032514932980377926
4351,11,0.6,0.0010923236980032028,0.0032892925691147255
4401,11,0.6,0.0010923236980032028,0.0033270918401916583
4451,11,0.6,0.0010923236980032028,0.003364891111268592
4501,11,0.6,0.0010923236980032028,0.003402690382345525
4551,11,0.6,0.0010923236980032028,0.0034404896534224586
4601,11,0.6,0.0010923236980032028,0.003478288924499392
4651,11,0.6,0.0010923236980032028,0.0035160881955763243
4701,11,0.6,0.0010923236980032028,0.003553887466653258
4751,11,0.6,0.0010923236980032028,0.0035916867377301905
4801,11,0.6,0.0010923236980032028,0.0036294860088071246
4851,11,0.6,0.0010923236980032028,0.003667285279884058
4901,11,0.6,0.0010923236980032028,0.0037050845509609904
4951,11,0.6,0.0010923236980032028,0.003742883822037924
1,1,0.6,0.0011552527526754357,0.0011552527526754357
51,6,0.6,0.0011552527526754357,0.0021808820038939406
101,6,0.6,0.0011552527526754357,0.004319001615554666
651,11,0.6,0.0011552527526754357,0.0005204991988806275
701,11,0.6,0.0011552527526754357,0.0005604760958760674
751,11,0.6,0.0011552527526754357,0.0006004529928715072
801,11,0.6,0.0011552527526754357,0.000640429889866947
851,11,0.6,0.0011552527526754357,0.0006804067868623871
901,11,0.6,0.0011552527526754357,0.000720383683857827
951,11,0.6,0.0011552527526754357,0.0007603605808532669
1001,11,0.6,0.0011552527526754357,0.0008003374778487068
1051,11,0.6,0.0011552527526754357,0.0008403143748441467
1101,11,0.6,0.0011552527526754357,0.0008802912718395866
1151,11,0.6,0.0011552527526754357,0.0009202681688350265
1201,11,0.6,0.0011552527526754357,0.0009602450658304663
1251,11,0.6,0.0011552527526754357,0.0010002219628259064
1301,11,0.6,0.0011552527526754357,0.0010401988598213463
1351,11,0.6,0.0011552527526754357,0.0010801757568167862
1401,11,0.6,0.0011552527526754357,0.001120152653812226
1451,11,0.6,0.0011552527526754357,0.001160129550807666
1501,11,0.6,0.0011552527526754357,0.0012001064478031058
1551,11,0.6,0.0011552527526754357,0.0012400833447985457
1601,11,0.6,0.0011552527526754357,0.0012800602417939856
1651,11,0.6,0.0011552527526754357,0.0013200371387894257
1701,11,0.6,0.0011552527526754357,0.0013600140357848656
1751,11,0.6,0.0011552527526754357,0.0013999909327803055
1801,11,0.6,0.0011552527526754357,0.0014399678297757454
1851,11,0.6,0.0011552527526754357,0.0014799447267711853
1901,11,0.6,0.0011552527526754357,0.0015199216237666252
1951,11,0.6,0.0011552527526754357,0.001559898520762065
2001,11,0.6,0.0011552527526754357,0.001599875417757505
2051,11,0.6,0.0011552527526754357,0.0016398523147529449
2101,11,0.6,0.0011552527526754357,0.0016798292117483848
2151,11,0.6,0.0011552527526754357,0.0017198061087438249
2201,11,0.6,0.0011552527526754357,0.0017597830057392648
2251,11,0.6,0.0011552527526754357,0.0017997599027347042
2301,11,0.6,0.0011552527526754357,0.001839736799730144
2351,11,0.6,0.0011552527526754357,0.001879713696725584
2401,11,0.6,0.0011552527526754357,0.0019196905937210239
2451,11,0.6,0.0011552527526754357,0.0019596674907164636
2501,11,0.6,0.0011552527526754357,0.0019996443877119035
2551,11,0.6,0.0011552527526754357,0.0020396212847073438
2601,11,0.6,0.0011552527526754357,0.0020795981817027832
2651,11,0.6,0.0011552527526754357,0.002119575078698223
2701,11,0.6,0.0011552527526754357,0.0021595519756936635
2751,11,0.6,0.0011552527526754357,0.0021995288726891033
2801,11,0.6,0.0011552527526754357,0.0022395057696845432
2851,11,0.6,0.0011552527526754357,0.002279482666679983
2901,11,0.6,0.0011552527526754357,0.0023194595636754235
2951,11,0.6,0.0011552527526754357,0.002359436460670863
3001,11,0.6,0.0011552527526754357,0.002399413357666303
3051,11,0.6,0.0011552527526754357,0.0024393902546617427
3101,11,0.6,0.0011552527526754357,0.002479367151657183
3151,11,0.6,0.0011552527526754357,0.0025193440486526225
3201,11,0.6,0.0011552527526754357,0.0025593209456480624
3251,11,0.6,0.0011552527526754357,0.0025992978426435027
3301,11,0.6,0.0011552527526754357,0.002639274739638942
3351,11,0.6,0.0011552527526754357,0.002679251636634382
3401,11,0.6,0.0011552527526754357,0.002719228533629822
3451,11,0.6,0.0011552527526754357,0.0027592054306252623
3501,11,0.6,0.0011552527526754357,0.0027991823276207017
3551,11,0.6,0.0011552527526754357,0.0028391592246161416
3601,11,0.6,0.0011552527526754357,0.0028791361216115815
3651,11,0.6,0.0011552527526754357,0.002919113018607022
3701,11,0.6,0.0011552527526754357,0.0029590899156024613
3751,11,0.6,0.0011552527526754357,0.002999066812597901
3801,11,0.6,0.0011552527526754357,0.0030390437095933415
3851,11,0.6,0.0011552527526754357,0.003079020606588781
3901,11,0.6,0.0011552527526754357,0.003118997503584221
3951,11,0.6,0.0011552527526754357,0.0031589744005796607
4001,11,0.6,0.0011552527526754357,0.003198951297575101
4051,11,0.6,0.0011552527526754357,0.0032389281945705405
4101,11,0.6,0.0011552527526754357,0.0032789050915659804
4151,11,0.6,0.0011552527526754357,0.0033188819885614203
4201,11,0.6,0.0011552527526754357,0.00335885888555686
4251,11,0.6,0.0011552527526754357,0.0033988357825523005
4301,11,0.6,0.0011552527526754357,0.00343881267954774
4351,11,0.6,0.0011552527526754357,0.0034787895765431803
4401,11,0.6,0.0011552527526754357,0.0035187664735386198
4451,11,0.6,0.0011552527526754357,0.00355874337053406
4501,11,0.6,0.0011552527526754357,0.0035987202675294996
4551,11,0.6,0.0011552527526754357,0.00363869716452494
4601,11,0.6,0.0011552527526754357,0.0036786740615203793
4651,11,0.6,0.0011552527526754357,0.0037186509585158197
4701,11,0.6,0.0011552527526754357,0.003758627855511259
4751,11,0.6,0.0011552527526754357,0.0037986047525066994
4801,11,0.6,0.0011552527526754357,0.003838581649502139
4851,11,0.6,0.0011552527526754357,0.0038785585464975792
4901,11,0.6,0.0011552527526754357,0.00391853544349302
4951,11,0.6,0.0011552527526754357,0.003958512340488459
1,1,0.6,0.001221807166688659,0.001221807166688659
51,6,0.6,0.001221807166688659,0.0023065231880114428
101,6,0.6,0.001221807166688659,0.004567820431159915
601,11,0.6,0.001221807166688659,0.0005082053176998565
651,11,0.6,0.001221807166688659,0.0005504852942139876
701,11,0.6,0.001221807166688659,0.0005927652707281188
751,11,0.6,0.001221807166688659,0.00063504524724225
801,11,0.6,0.001221807166688659,0.000677325223756381
851,11,0.6,0.001221807166688659,0.0007196052002705123
901,11,0.6,0.001221807166688659,0.0007618851767846434
951,11,0.6,0.001221807166688659,0.0008041651532987746
1001,11,0.6,0.001221807166688659,0.0008464451298129058
1051,11,0.6,0.001221807166688659,0.0008887251063270368
1101,11,0.6,0.001221807166688659,0.000931005082841168
1151,11,0.6,0.001221807166688659,0.0009732850593552992
1201,11,0.6,0.001221807166688659,0.0010155650358694304
1251,11,0.6,0.001221807166688659,0.0010578450123835618
1301,11,0.6,0.001221807166688659,0.0011001249888976927
1351,11,0.6,0.001221807166688659,0.0011424049654118241
1401,11,0.6,0.001221807166688659,0.001184684941925955
1451,11,0.6,0.001221807166688659,0.0012269649184400862
1501,11,0.6,0.001221807166688659,0.0012692448949542174
1551,11,0.6,0.001221807166688659,0.0013115248714683485
1601,11,0.6,0.001221807166688659,0.00135380484798248
1651,11,0.6,0.001221807166688659,0.0013960848244966109
1701,11,0.6,0.001221807166688659,0.001438364801010742
1751,11,0.6,0.001221807166688659,0.0014806447775248734
1801,11,0.6,0.001221807166688659,0.0015229247540390043
1851,11,0.6,0.001221807166688659,0.0015652047305531355
1901,11,0.6,0.001221807166688659,0.0016074847070672669
1951,11,0.6,0.001221807166688659,0.001649764683581398
2001,11,0.6,0.001221807166688659,0.001692044660095529
2051,11,0.6,0.001221807166688659,0.0017343246366096601
2101,11,0.6,0.001221807166688659,0.0017766046131237913
2151,11,0.6,0.001221807166688659,0.0018188845896379225
2201,11,0.6,0.001221807166688659,0.0018611645661520536
2251,11,0.6,0.001221807166688659,0.0019034445426661846
2301,11,0.6,0.001221807166688659,0.0019457245191803157
2351,11,0.6,0.001221807166688659,0.001988004495694447
2401,11,0.6,0.001221807166688659,0.0020302844722085776
2451,11,0.6,0.001221807166688659,0.002072564448722709
2501,11,0.6,0.001221807166688659,0.0021148444252368404
2551,11,0.6,0.001221807166688659,0.0021571244017509713
2601,11,0.6,0.001221807166688659,0.0021994043782651027
2651,11,0.6,0.001221807166688659,0.002241684354779234
2701,11,0.6,0.001221807166688659,0.0022839643312933654
2751,11,0.6,0.001221807166688659,0.002326244307807496
2801,11,0.6,0.001221807166688659,0.0023685242843216273
2851,11,0.6,0.001221807166688659,0.0024108042608357587
2901,11,0.6,0.001221807166688659,0.0024530842373498896
2951,11,0.6,0.001221807166688659,0.002495364213864021
3001,11,0.6,0.001221807166688659,0.0025376441903781524
3051,11,0.6,0.001221807166688659,0.0025799241668922833
3101,11,0.6,0.001221807166688659,0.0026222041434064143
3151,11,0.6,0.001221807166688659,0.0026644841199205457
3201,11,0.6,0.001221807166688659,0.0027067640964346766
3251,11,0.6,0.001221807166688659,0.002749044072948808
3301,11,0.6,0.001221807166688659,0.0027913240494629394
3351,11,0.6,0.001221807166688659,0.0028336040259770703
3401,11,0.6,0.001221807166688659,0.0028758840024912012
3451,11,0.6,0.001221807166688659,0.002918163979005332
3501,11,0.6,0.001221807166688659,0.0029604439555194636
3551,11,0.6,0.001221807166688659,0.0030027239320335945
3601,11,0.6,0.001221807166688659,0.003045003908547726
3651,11,0.6,0.001221807166688659,0.0030872838850618573
3701,11,0.6,0.001221807166688659,0.003129563861575988
3751,11,0.6,0.001221807166688659,0.0031718438380901196
3801,11,0.6,0.001221807166688659,0.0032141238146042505
3851,11,0.6,0.001221807166688659,0.0032564037911183815
3901,11,0.6,0.001221807166688659,0.003298683767632513
3951,11,0.6,0.001221807166688659,0.0033409637441466442
4001,11,0.6,0.001221807166688659,0.0033832437206607747
4051,11,0.6,0.001221807166688659,0.0034255236971749065
4101,11,0.6,0.001221807166688659,0.0034678036736890375
4151,11,0.6,0.001221807166688659,0.0035100836502031684
4201,11,0.6,0.001221807166688659,0.0035523636267172994
4251,11,0.6,0.001221807166688659,0.003594643603231431
4301,11,0.6,0.001221807166688659,0.003636923579745562
4351,11,0.6,0.001221807166688659,0.0036792035562596935
4401,11,0.6,0.001221807166688659,0.0037214835327738244
4451,11,0.6,0.001221807166688659,0.003763763509287956
4501,11,0.6,0.001221807166688659,0.0038060434858020863
4551,11,0.6,0.001221807166688659,0.003848323462316218
4601,11,0.6,0.001221807166688659,0.003890603438830349
4651,11,0.6,0.001221807166688659,0.003932883415344481
4701,11,0.6,0.001221807166688659,0.003975163391858611
4751,11,0.6,0.001221807166688659,0.004017443368372743
4801,11,0.6,0.001221807166688659,0.004059723344886874
4851,11,0.6,0.001221807166688659,0.0041020033214010055
4901,11,0.6,0.001221807166688659,0.004144283297915136
4951,11,0.6,0.001221807166688659,0.004186563274429268
1,1,0.6,0.0012921957979451526,0.0012921957979451526
51,6,0.6,0.0012921957979451526,0.002439402593691717
101,6,0.6,0.0012921957979451526,0.004830973763977714
601,11,0.6,0.0012921957979451526,0.0005374831593146779
651,11,0.6,0.0012921957979451526,0.0005821988963624882
701,11,0.6,0.0012921957979451526,0.0006269146334102983
751,11,0.6,0.0012921957979451526,0.0006716303704581083
801,11,0.6,0.0012921957979451526,0.0007163461075059186
851,11,0.6,0.0012921957979451526,0.0007610618445537287
901,11,0.6,0.0012921957979451526,0.0008057775816015389
951,11,0.6,0.0012921957979451526,0.000850493318649349
1001,11,0.6,0.0012921957979451526,0.0008952090556971591
1051,11,0.6,0.0012921957979451526,0.0009399247927449692
1101,11,0.6,0.0012921957979451526,0.0009846405297927795
1151,11,0.6,0.0012921957979451526,0.0010293562668405897
1201,11,0.6,0.0012921957979451526,0.0010740720038883997
1251,11,0.6,0.0012921957979451526,0.00111878774093621
1301,11,0.6,0.0012921957979451526,0.0011635034779840202
1351,11,0.6,0.0012921957979451526,0.0012082192150318304
1401,11,0.6,0.0012921957979451526,0.0012529349520796404
1451,11,0.6,0.0012921957979451526,0.0012976506891274507
1501,11,0.6,0.0012921957979451526,0.0013423664261752607
1551,11,0.6,0.0012921957979451526,0.001387082163223071
1601,11,0.6,0.0012921957979451526,0.0014317979002708811
1651,11,0.6,0.0012921957979451526,0.0014765136373186911
1701,11,0.6,0.0012921957979451526,0.0015212293743665014
1751,11,0.6,0.0012921957979451526,0.0015659451114143114
1801,11,0.6,0.0012921957979451526,0.0016106608484621216
1851,11,0.6,0.0012921957979451526,0.0016553765855099318
1901,11,0.6,0.0012921957979451526,0.001700092322557742
1951,11,0.6,0.0012921957979451526,0.001744808059605552
2001,11,0.6,0.0012921957979451526,0.001789523796653362
2051,11,0.6,0.0012921957979451526,0.0018342395337011725
2101,11,0.6,0.0012921957979451526,0.0018789552707489826
2151,11,0.6,0.0012921957979451526,0.001923671007796793
2201,11,0.6,0.0012921957979451526,0.001968386744844603
2251,11,0.6,0.0012921957979451526,0.002013102481892413
2301,11,0.6,0.0012921957979451526,0.0020578182189402226
2351,11,0.6,0.0012921957979451526,0.002102533955988033
2401,11,0.6,0.0012921957979451526,0.0021472496930358435
2451,11,0.6,0.0012921957979451526,0.0021919654300836533
2501,11,0.6,0.0012921957979451526,0.002236681167131464
2551,11,0.6,0.0012921957979451526,0.0022813969041792733
2601,11,0.6,0.0012921957979451526,0.0023261126412270836
2651,11,0.6,0.0012921957979451526,0.0023708283782748942
2701,11,0.6,0.0012921957979451526,0.002415544115322704
2751,11,0.6,0.0012921957979451526,0.0024602598523705147
2801,11,0.6,0.0012921957979451526,0.002504975589418324
2851,11,0.6,0.0012921957979451526,0.0025496913264661343
2901,11,0.6,0.0012921957979451526,0.002594407063513945
2951,11,0.6,0.0012921957979451526,0.0026391228005617547
3001,11,0.6,0.0012921957979451526,0.002683838537609565
3051,11,0.6,0.0012921957979451526,0.002728554274657375
3101,11,0.6,0.0012921957979451526,0.002773270011705185
3151,11,0.6,0.0012921957979451526,0.0028179857487529957
3201,11,0.6,0.0012921957979451526,0.0028627014858008054
3251,11,0.6,0.0012921957979451526,0.0029074172228486157
3301,11,0.6,0.0012921957979451526,0.0029521329598964263
3351,11,0.6,0.0012921957979451526,0.0029968486969442357
3401,11,0.6,0.0012921957979451526,0.0030415644339920464
3451,11,0.6,0.0012921957979451526,0.003086280171039856
3501,11,0.6,0.0012921957979451526,0.0031309959080876664
3551,11,0.6,0.0012921957979451526,0.003175711645135477
3601,11,0.6,0.0012921957979451526,0.003220427382183287
3651,11,0.6,0.0012921957979451526,0.003265143119231097
3701,11,0.6,0.0012921957979451526,0.003309858856278907
3751,11,0.6,0.0012921957979451526,0.003354574593326717
3801,11,0.6,0.0012921957979451526,0.0033992903303745278
3851,11,0.6,0.0012921957979451526,0.0034440060674223376
3901,11,0.6,0.0012921957979451526,0.003488721804470148
3951,11,0.6,0.0012921957979451526,0.0035334375415179576
4001,11,0.6,0.0012921957979451526,0.0035781532785657683
4051,11,0.6,0.0012921957979451526,0.0036228690156135785
4101,11,0.6,0.0012921957979451526,0.0036675847526613883
4151,11,0.6,0.0012921957979451526,0.0037123004897091985
4201,11,0.6,0.0012921957979451526,0.0037570162267570083
4251,11,0.6,0.0012921957979451526,0.003801731963804819
4301,11,0.6,0.0012921957979451526,0.003846447700852629
4351,11,0.6,0.0012921957979451526,0.003891163437900439
4401,11,0.6,0.0012921957979451526,0.003935879174948248
4451,11,0.6,0.0012921957979451526,0.003980594911996059
4501,11,0.6,0.0012921957979451526,0.00402531064904387
4551,11,0.6,0.0012921957979451526,0.00407002638609168
4601,11,0.6,0.0012921957979451526,0.00411474212313949
4651,11,0.6,0.0012921957979451526,0.004159457860187299
4701,11,0.6,0.0012921957979451526,0.00420417359723511
4751,11,0.6,0.0012921957979451526,0.00424888933428292
4801,11,0.6,0.0012921957979451526,0.004293605071330731
4851,11,0.6,0.0012921957979451526,0.004338320808378541
4901,11,0.6,0.0012921957979451526,0.00438303654542635
4951,11,0.6,0.0012921957979451526,0.0044277522824741605
1,1,0.6,0.0013666395367057118,0.0013666395367057118
51,6,0.6,0.0013666395367057118,0.002579937216777006
551,11,0.6,0.0013666395367057118,0.0005211558826776529
601,11,0.6,0.0013666395367057118,0.000568447705062195
651,11,0.6,0.0013666395367057118,0.0006157395274467369
701,11,0.6,0.0013666395367057118,0.000663031349831279
751,11,0.6,0.0013666395367057118,0.0007103231722158209
801,11,0.6,0.0013666395367057118,0.000757614994600363
851,11,0.6,0.0013666395367057118,0.0008049068169849051
901,11,0.6,0.0013666395367057118,0.000852198639369447
951,11,0.6,0.0013666395367057118,0.000899490461753989
1001,11,0.6,0.0013666395367057118,0.0009467822841385311
1051,11,0.6,0.0013666395367057118,0.000994074106523073
1101,11,0.6,0.0013666395367057118,0.0010413659289076151
1151,11,0.6,0.0013666395367057118,0.001088657751292157
1201,11,0.6,0.0013666395367057118,0.0011359495736766993
1251,11,0.6,0.0013666395367057118,0.0011832413960612413
1301,11,0.6,0.0013666395367057118,0.0012305332184457834
1351,11,0.6,0.0013666395367057118,0.0012778250408303252
1401,11,0.6,0.0013666395367057118,0.0013251168632148673
1451,11,0.6,0.0013666395367057118,0.0013724086855994094
1501,11,0.6,0.0013666395367057118,0.0014197005079839514
1551,11,0.6,0.0013666395367057118,0.0014669923303684933
1601,11,0.6,0.0013666395367057118,0.0015142841527530356
1651,11,0.6,0.0013666395367057118,0.0015615759751375774
1701,11,0.6,0.0013666395367057118,0.0016088677975221195
1751,11,0.6,0.0013666395367057118,0.0016561596199066613
1801,11,0.6,0.0013666395367057118,0.0017034514422912034
1851,11,0.6,0.0013666395367057118,0.0017507432646757454
1901,11,0.6,0.0013666395367057118,0.0017980350870602877
1951,11,0.6,0.0013666395367057118,0.0018453269094448296
2001,11,0.6,0.0013666395367057118,0.0018926187318293716
2051,11,0.6,0.0013666395367057118,0.0019399105542139137
2101,11,0.6,0.0013666395367057118,0.0019872023765984555
2151,11,0.6,0.0013666395367057118,0.0020344941989829976
2201,11,0.6,0.0013666395367057118,0.0020817860213675396
2251,11,0.6,0.0013666395367057118,0.0021290778437520813
2301,11,0.6,0.0013666395367057118,0.0021763696661366233
2351,11,0.6,0.0013666395367057118,0.0022236614885211654
2401,11,0.6,0.0013666395367057118,0.0022709533109057075
2451,11,0.6,0.0013666395367057118,0.0023182451332902495
2501,11,0.6,0.0013666395367057118,0.0023655369556747916
2551,11,0.6,0.0013666395367057118,0.0024128287780593336
2601,11,0.6,0.0013666395367057118,0.0024601206004438757
2651,11,0.6,0.0013666395367057118,0.0025074124228284173
2701,11,0.6,0.0013666395367057118,0.0025547042452129594
2751,11,0.6,0.0013666395367057118,0.002601996067597502
2801,11,0.6,0.0013666395367057118,0.0026492878899820435
2851,11,0.6,0.0013666395367057118,0.0026965797123665856
2901,11,0.6,0.0013666395367057118,0.0027438715347511277
2951,11,0.6,0.0013666395367057118,0.0027911633571356697
3001,11,0.6,0.0013666395367057118,0.0028384551795202118
3051,11,0.6,0.0013666395367057118,0.002885747001904754
3101,11,0.6,0.0013666395367057118,0.0029330388242892955
3151,11,0.6,0.0013666395367057118,0.002980330646673838
3201,11,0.6,0.0013666395367057118,0.0030276224690583796
3251,11,0.6,0.0013666395367057118,0.0030749142914429217
3301,11,0.6,0.0013666395367057118,0.0031222061138274637
3351,11,0.6,0.0013666395367057118,0.0031694979362120058
3401,11,0.6,0.0013666395367057118,0.0032167897585965474
3451,11,0.6,0.0013666395367057118,0.0032640815809810895
3501,11,0.6,0.0013666395367057118,0.0033113734033656315
3551,11,0.6,0.0013666395367057118,0.0033586652257501736
3601,11,0.6,0.0013666395367057118,0.0034059570481347157
3651,11,0.6,0.0013666395367057118,0.0034532488705192577
3701,11,0.6,0.0013666395367057118,0.0035005406929037993
3751,11,0.6,0.0013666395367057118,0.0035478325152883414
3801,11,0.6,0.0013666395367057118,0.0035951243376728835
3851,11,0.6,0.0013666395367057118,0.0036424161600574255
